"Final score rank","contrast","Sgroup_contrast","Kinase Name","Kinase Uniprot ID","Kinase Group","Kinase Family","Median Final score","Mean Significance Score","Mean Specificity Score","Median Kinase Statistic","Mean peptide set size"
82,"DrugA vs Control","U2OS6h_DrugA vs Control","CSNK1A1","P48729","CK1","CK1",2.30404018310241,1.37393891806745,0.509930439743351,1.26283576569352,9
110,"DrugA vs Control","U2OS6h_DrugA vs Control","CSNK2A1","P68400","CMGC","CK2",1.27918369489795,0.683745178279739,0.170510343694138,0.125775048369361,3
101,"DrugA vs Control","U2OS6h_DrugA vs Control","DAPK2","Q9UIK4","CAMK","DAPK",1.70756700265606,1.51438041899151,0.343889386826891,0.731925821841502,5
53,"DrugA vs Control","U2OS6h_DrugA vs Control","DAPK3","O43293","CAMK","DAPK",2.31229678713031,1.80844268810962,0.344351738986028,-0.772226855855659,3
47,"DrugA vs Control","U2OS6h_DrugA vs Control","DCLK1","O15075","CAMK","DCAMKL",2.45311215565012,1.62507738062048,0.678716727676663,1.89514455727647,4
83,"DrugA vs Control","U2OS6h_DrugA vs Control","DCLK2","Q8N568","CAMK","DCAMKL",2.04259742733044,1.57726119169224,-0.10612313612387,-0.350007498491289,10
108,"DrugA vs Control","U2OS6h_DrugA vs Control","DCLK3","Q9C098","CAMK","DCAMKL",0.94958518858268,0.915382631849775,0.38603133752179,-0.532398263440212,3
37,"DrugA vs Control","U2OS6h_DrugA vs Control","DYRK1A","Q13627","CMGC","DYRK",1.92762375235555,1.67496922670473,0.553269420107805,-1.80029107402922,3
44,"DrugA vs Control","U2OS6h_DrugA vs Control","GRK2","P25098","AGC","GRK",1.87368345898624,1.55656552612156,0.616847702571274,3.05142703328282,3
43,"DrugA vs Control","U2OS6h_DrugA vs Control","GSK3A","P49840","CMGC","GSK",2.05347729406725,1.56811422537947,0.536673547373868,-2.15781903477393,4
119,"DrugA vs Control","U2OS6h_DrugA vs Control","GSK3B","P49841","CMGC","GSK",0.158877494463737,0.502705150749406,-0.440243749005415,-0.43193384811569,6
28,"DrugA vs Control","U2OS6h_DrugA vs Control","IKBKB","O14920","OTHER","IKK",2.82703040641564,1.67795364544605,0.577337325753752,3.17683161827276,3
73,"DrugA vs Control","U2OS6h_DrugA vs Control","IKBKE","Q14164","OTHER","IKK",2.05606406801494,1.61734963233782,-0.0693383396271767,1.277967395889,7
65,"DrugA vs Control","U2OS6h_DrugA vs Control","MAK","P20794","CMGC","RCK",1.86603135896457,1.65076912975861,0.589599342903149,-1.56133739735104,3
120,"DrugA vs Control","U2OS6h_DrugA vs Control","MAP3K14","Q99558","STE","STE-Unique",0.35397747286006,0.0320055433066721,-0.0104047351213477,0.126670626284709,3
54,"DrugA vs Control","U2OS6h_DrugA vs Control","MAP3K8","P41279","STE","STE-Unique",2.27313997976083,1.69877845727533,0.186303878803372,1.55714808247181,4
13,"DrugA vs Control","U2OS6h_DrugA vs Control","MAP4K4","O95819","STE","STE20",2.85373104141999,1.65360477607497,1.67976571320459,3.08772839865679,3
35,"DrugA vs Control","U2OS6h_DrugA vs Control","MAPK1","P28482","CMGC","MAPK",2.46561434483922,1.56837252220525,0.77052118284026,-1.17375739914603,16
103,"DrugA vs Control","U2OS6h_DrugA vs Control","MAPK10","P53779","CMGC","MAPK",1.26044395538988,0.927942644101254,-0.0709689004013732,0.0853284445145744,23
91,"DrugA vs Control","U2OS6h_DrugA vs Control","MAPK11","Q15759","CMGC","MAPK",1.77230778869482,1.72585530068922,0.0265280356531542,0.411954420783831,6
33,"DrugA vs Control","U2OS6h_DrugA vs Control","MAPK12","P53778","CMGC","MAPK",2.83409188119609,1.63031219997928,0.588642695726865,-0.203820389818094,10
112,"DrugA vs Control","U2OS6h_DrugA vs Control","MAPK13","O15264","CMGC","MAPK",0.61717487925362,0.991163370591617,0.0873137297788019,-0.287883693580341,17
115,"DrugA vs Control","U2OS6h_DrugA vs Control","MAPK14","Q16539","CMGC","MAPK",1.1767573524821,0.614731938302185,-0.0745205740433157,0.361429755710207,13
55,"DrugA vs Control","U2OS6h_DrugA vs Control","MAPK3","P27361","CMGC","MAPK",2.45825810862916,1.6776749459984,0.356016532020883,-0.67268527923473,19
31,"DrugA vs Control","U2OS6h_DrugA vs Control","MAPK7","Q13164","CMGC","MAPK",2.61040053090256,1.60665699468261,0.885188166648866,-0.912115517369467,11
104,"DrugA vs Control","U2OS6h_DrugA vs Control","MAPK8","P45983","CMGC","MAPK",1.47510257615057,1.10948076243851,-0.00900751239079989,-1.30528618684139,24
113,"DrugA vs Control","U2OS6h_DrugA vs Control","MAPK9","P45984","CMGC","MAPK",0.851534691953454,0.594707599657796,0.144693465594573,-0.690049453938416,18
64,"DrugA vs Control","U2OS6h_DrugA vs Control","MAPKAPK2","P49137","CAMK","MAPKAPK",1.59321179945391,1.63530241877433,0.922779874518537,0.605583996728856,29
92,"DrugA vs Control","U2OS6h_DrugA vs Control","MAPKAPK3","Q16644","CAMK","MAPKAPK",1.84591654255841,1.33900688643903,0.494642820241862,-0.0187938845643548,34
93,"DrugA vs Control","U2OS6h_DrugA vs Control","MTOR","P42345","Atypical","PIKK",1.94250230876066,1.16642012329148,0.4563928510444,-0.167157461295062,6
58,"DrugA vs Control","U2OS6h_DrugA vs Control","MYLK2","Q9H1R3","CAMK","MLCK",2.08122130542974,1.7971086951459,0.446033691718419,-1.18593893377691,3
111,"DrugA vs Control","U2OS6h_DrugA vs Control","MYLK3","Q32MK0","CAMK","MLCK",0.588727585622981,0.717322710368381,0.12235202155327,0.223925668712065,4
116,"DrugA vs Control","U2OS6h_DrugA vs Control","NEK8","Q86SG6","NEK","NEK",0.372951138078471,0.652683812789511,0.00665974131514004,0.696993925785168,4
60,"DrugA vs Control","U2OS6h_DrugA vs Control","NPR1","P16066","RGC","RGC",1.72718333933464,1.58107971620378,0.7380264657514,0.23794485004855,20
85,"DrugA vs Control","U2OS6h_DrugA vs Control","NPR2","P20594","RGC","RGC",2.35322356485542,1.31765889687031,0.509907452228153,1.62807988729288,6
41,"DrugA vs Control","U2OS6h_DrugA vs Control","NUAK1","O60285","CAMK","CAMKL",2.24846140030307,1.53825095399275,0.884300172367632,-2.40766011255422,4
70,"DrugA vs Control","U2OS6h_DrugA vs Control","PAK1","Q13153","STE","STE20",2.08021142747062,1.5379108473919,0.340624488748419,-0.919038506192672,6
86,"DrugA vs Control","U2OS6h_DrugA vs Control","PDPK1","O15530","AGC","PDK1",1.92172901115284,1.51560520548313,0.43356568804359,-1.23737039061,3
71,"DrugA vs Control","U2OS6h_DrugA vs Control","PIM1","P11309","CAMK","PIM",2.1340805463288,1.527249055746,0.521040032634009,-0.895582337749297,59
96,"DrugA vs Control","U2OS6h_DrugA vs Control","PIM2","Q9P1W9","CAMK","PIM",2.0407048118331,1.71210136595928,0.361129856728314,0.0794067910042282,37
80,"DrugA vs Control","U2OS6h_DrugA vs Control","PIM3","Q86V86","CAMK","PIM",1.99631545949862,1.71015011876217,0.16211750067136,-0.72413445019625,3
106,"DrugA vs Control","U2OS6h_DrugA vs Control","PKN1","Q16512","AGC","PKN",1.13112985166026,0.981813308943894,0.302195528414461,0.575045765942591,7
40,"DrugA vs Control","U2OS6h_DrugA vs Control","PKN2","Q16513","AGC","PKN",2.44783817657068,1.78146716346306,0.619375852449387,1.42125831469007,3
22,"DrugA vs Control","U2OS6h_DrugA vs Control","PLK3","Q9H4B4","CAMK","PLK",2.23072691194518,1.52554211757285,0.992479453043495,2.90050292060439,5
81,"DrugA vs Control","U2OS6h_DrugA vs Control","PRKAA1","Q13131","CAMK","CAMKL",1.32986917509847,1.62565862593202,0.715229066396307,0.118513556536633,10
1,"DrugA vs Control","U2OS6h_DrugA vs Control","PRKACA","P17612","AGC","PKA",3.89664939615975,1.57384641762636,2.687453516712,1.50411197901313,55
14,"DrugA vs Control","U2OS6h_DrugA vs Control","PRKACB","P22694","AGC","PKA",2.91109342206973,1.57223297298961,1.27023109440493,1.38480307494712,27
105,"DrugA vs Control","U2OS6h_DrugA vs Control","PRKACG","P22612","AGC","PKA",1.15616400180787,1.18886994272271,0.386680018974325,0.454286423365228,4
12,"DrugA vs Control","U2OS6h_DrugA vs Control","PRKCA","P17252","AGC","PKC",3.3505227829466,1.76050816611574,1.72998429498742,1.40864906720406,28
30,"DrugA vs Control","U2OS6h_DrugA vs Control","PRKCB","P05771","AGC","PKC",2.74493117796358,1.68982403294103,0.877100349839718,0.80217016179563,23
7,"DrugA vs Control","U2OS6h_DrugA vs Control","PRKCD","Q05655","AGC","PKC",3.36871007476542,1.57915775739209,2.10284171913178,1.87597415048562,22
32,"DrugA vs Control","U2OS6h_DrugA vs Control","PRKCE","Q02156","AGC","PKC",2.71647567792535,1.69103523713729,1.02244324680795,0.511208642093222,20
46,"DrugA vs Control","U2OS6h_DrugA vs Control","PRKCG","P05129","AGC","PKC",2.04118777866522,1.53827849579386,0.828785892708866,0.898670345224206,14
57,"DrugA vs Control","U2OS6h_DrugA vs Control","PRKCH","P24723","AGC","PKC",2.14640282405408,1.5916590316892,0.180900502010056,0.891771458328747,13
49,"DrugA vs Control","U2OS6h_DrugA vs Control","PRKCI","P41743","AGC","PKC",2.296313403838,1.50605271162943,1.0187080125395,1.04432748550286,15
48,"DrugA vs Control","U2OS6h_DrugA vs Control","PRKCQ","Q04759","AGC","PKC",2.36833210002516,1.71011341979752,0.142227885186513,0.54964052076641,21
76,"DrugA vs Control","U2OS6h_DrugA vs Control","PRKCZ","Q05513","AGC","PKC",2.08085173810832,1.45062983228543,0.489469597603791,0.50180703733762,9
56,"DrugA vs Control","U2OS6h_DrugA vs Control","PRKD1","Q15139","CAMK","PKD",2.29381380109281,1.71528135765174,0.45244014807828,1.58926774523067,6
51,"DrugA vs Control","U2OS6h_DrugA vs Control","PRKDC","P78527","Atypical","PIKK",2.17759242142225,1.66107759895491,0.775516066143236,1.56913600747926,4
2,"DrugA vs Control","U2OS6h_DrugA vs Control","PRKG1","Q13976","AGC","PKG",4.27173291236404,1.56840957172154,3.00815141369661,1.59807885969485,38
3,"DrugA vs Control","U2OS6h_DrugA vs Control","PRKG2","Q13237","AGC","PKG",4.25068989828187,1.47806144814982,2.76854343525199,2.0638036280756,35
11,"DrugA vs Control","U2OS6h_DrugA vs Control","PRKX","P51817","AGC","PKA",3.1617424925999,1.55616656906285,1.85472603967241,1.27903281922879,32
68,"DrugA vs Control","U2OS6h_DrugA vs Control","PRKY","O43930","AGC","PKA",1.60610409800501,1.49616937510272,0.00992680000534024,1.31726572195751,10
24,"DrugA vs Control","U2OS6h_DrugA vs Control","PSKH1","P11801","CAMK","PSK",2.63239428944298,1.53940414998949,1.44859890092438,2.92275367575345,4
69,"DrugA vs Control","U2OS6h_DrugA vs Control","RAF1","P04049","TKL","RAF",1.48944627347393,1.58034531824934,0.668710827884089,-1.36122421682218,7
67,"DrugA vs Control","U2OS6h_DrugA vs Control","ROCK1","Q13464","AGC","DMPK",1.98395906360987,1.73299533067035,0.398515147342483,0.135719672330844,5
95,"DrugA vs Control","U2OS6h_DrugA vs Control","ROCK2","O75116","AGC","DMPK",1.73589819919484,1.48141357074103,0.290014079747239,0.524079871926126,4
117,"DrugA vs Control","U2OS6h_DrugA vs Control","RPS6KA1","Q15418","AGC-CAMK","RSK",0.107936720245464,0.919619048671051,0.0593850357025799,0.457406826426145,22
99,"DrugA vs Control","U2OS6h_DrugA vs Control","RPS6KA2","Q15349","AGC-CAMK","RSK",1.46115576493471,1.53193532783481,0.572859331525044,-0.368042076053953,23
88,"DrugA vs Control","U2OS6h_DrugA vs Control","RPS6KA3","P51812","AGC-CAMK","RSK",2.24977981523096,1.44738174751455,0.210727454831616,-0.0417378097062143,22
39,"DrugA vs Control","U2OS6h_DrugA vs Control","RPS6KA4","O75676","AGC-CAMK","RSK",2.18789859732742,1.47457471637221,0.980870043311606,1.66801838275432,4
8,"DrugA vs Control","U2OS6h_DrugA vs Control","RPS6KA5","O75582","AGC-CAMK","RSK",3.71043696247652,1.73873849212178,2.11952590998616,1.93852378794961,44
74,"DrugA vs Control","U2OS6h_DrugA vs Control","RPS6KA6","Q9UK32","AGC-CAMK","RSK",2.29882175027658,1.48235128362907,0.201094450810666,0.631860850578014,16
89,"DrugA vs Control","U2OS6h_DrugA vs Control","RPS6KB1","P23443","AGC","RSK",1.96826587663447,1.62936482770997,0.193532344764257,0.853673354361892,19
10,"DrugA vs Control","U2OS6h_DrugA vs Control","RPS6KB2","Q9UBS0","AGC","RSK",3.37906805116883,1.77690100911371,1.86373626569039,1.49562732198445,25
118,"DrugA vs Control","U2OS6h_DrugA vs Control","RPS6KC1","Q96S38","OTHER","RSKL",0.149548450941796,0.216615866379763,0.220759124445644,0.645044162731912,3
114,"DrugA vs Control","U2OS6h_DrugA vs Control","RPS6KL1","Q9Y6S9","OTHER","RSKL",0.50135893887537,0.761629873691929,-0.204141652036875,-0.286720146187919,3
29,"DrugA vs Control","U2OS6h_DrugA vs Control","SGK1","O00141","AGC","SGK",2.27897319364589,1.60413067784143,0.928972496535333,1.19600266389582,20
18,"DrugA vs Control","U2OS6h_DrugA vs Control","SGK2","Q9HBY8","AGC","SGK",2.77205453260892,1.79970433806774,1.21512287772907,1.53605268548235,16
21,"DrugA vs Control","U2OS6h_DrugA vs Control","SGK3","Q96BR1","AGC","SGK",2.81427447236752,1.62031183570729,0.954648376680345,0.950110122262422,17
25,"DrugA vs Control","U2OS6h_DrugA vs Control","STK38L","Q9Y2H1","AGC","NDR",2.41585997961886,1.56327789869481,1.09384029507918,1.62244911208214,7
109,"DrugA vs Control","U2OS6h_DrugA vs Control","TBK1","Q9UHD2","OTHER","IKK",0.682187215977168,0.975748421138528,0.414156272132292,0.191281651555807,4
107,"DrugA vs Control","U2OS6h_DrugA vs Control","TEX14","Q8IWB6","OTHER","NKF5",0.92480229491889,0.498080786741622,0.29240893117831,-0.843934615953035,4
