"Sgroup_contrast","uniprotname","LogFC","fscore"
"4_T01 vs DMSO","MAK",-0.0943303872200719,0.59477559097414
"4_T01 vs DMSO","MAP3K14",-0.121404665162636,0.500159503944552
"4_T01 vs DMSO","MAP3K8",0.0609846097164717,0.428868287294364
"4_T01 vs DMSO","MAP4K4",0.0858652634376304,0.00464549792863272
"4_T01 vs DMSO","MAPK1",-0.0813023850921088,1.61175221721032
"4_T01 vs DMSO","MAPK10",-0.0781163989939581,1.159121531434
"4_T01 vs DMSO","MAPK11",-0.069732299311113,0.501431271556694
"4_T01 vs DMSO","MAPK12",-0.152043445322063,1.69711193919036
"4_T01 vs DMSO","MAPK13",-0.0306483890759389,-0.133181086691217
"4_T01 vs DMSO","MAPK14",-0.0888513131658107,0.7943755755237
"4_T01 vs DMSO","MAPK3",-0.093263649543034,0.732434156254372
"4_T01 vs DMSO","MAPK7",-0.0195476708347498,1.07191157916927
"4_T01 vs DMSO","MAPK8",-0.0541269516868262,1.05326078421435
"4_T01 vs DMSO","MAPK9",-0.0954978833752075,0.987083088204317
"4_T01 vs DMSO","MAPKAPK2",0.0308604881655872,-0.273900376014523
"4_T01 vs DMSO","MAPKAPK3",-0.0264908555524984,0.24141456725427
"4_T01 vs DMSO","MINK1",0.0345344830932091,0.391306300345374
"4_T01 vs DMSO","MKNK2",-0.0722777968089877,0.305804705744165
"4_T01 vs DMSO","MTOR",0.020287851012844,0.200620565620759
"4_T01 vs DMSO","MYLK2",-0.145078350387408,0.726659314349748
"4_T01 vs DMSO","MYLK3",0.10467214644839,0.69668461953498
"4_T01 vs DMSO","MYLK4",-0.0310695396909796,0.287320542923987
"4_T01 vs DMSO","NEK10",-0.0621555683066943,-0.00427566004006358
"4_T01 vs DMSO","NEK8",0.024063078312142,0.0611328008509235
"4_T01 vs DMSO","NPR1",0.0378482280568303,0.370782329384343
"4_T01 vs DMSO","NPR2",0.0116861091678102,0.23427311789844
"4_T01 vs DMSO","NUAK1",-0.0172319587822545,0.373141902081357
"4_T01 vs DMSO","PAK1",0.056742593763931,0.132492542669874
"4_T01 vs DMSO","PAK2",0.0571189032989454,0.125909202223863
"4_T01 vs DMSO","PDPK1",-0.22556739398628,1.10781213512198
"4_T01 vs DMSO","PIM1",0.028522542301492,1.82024346007544
"4_T01 vs DMSO","PIM2",0.0193207683191268,1.22210079804453
"4_T01 vs DMSO","PIM3",-0.108825436379846,0.297231836624921
"4_T01 vs DMSO","PKN1",-0.0885917799529342,1.02911294536453
"4_T01 vs DMSO","PKN2",-0.0118185949553466,0.338737006495488
"4_T01 vs DMSO","PLK3",0.032683109449556,-0.0794090492974315
"4_T01 vs DMSO","PRKAA1",0.13991531182479,0.856361178818699
"4_T01 vs DMSO","PRKACA",0.022757464832827,1.24584657321774
"4_T01 vs DMSO","PRKACB",-0.0298666797797572,0.192632339500662
"4_T01 vs DMSO","PRKACG",-0.0642258092031775,0.121798718617414
"4_T01 vs DMSO","PRKCA",0.0414612207982728,0.677052656267548
"4_T01 vs DMSO","PRKCB",0.0663181626642577,1.01042213905891
"4_T01 vs DMSO","PRKCD",0.152292347926418,1.89494380186192
"4_T01 vs DMSO","PRKCE",0.138699121821447,2.7019572562895
"4_T01 vs DMSO","PRKCG",0.0733712610397532,0.881016194769781
"4_T01 vs DMSO","PRKCH",0.0989700309780365,1.38620821958162
"4_T01 vs DMSO","PRKCI",0.05183533403206,0.285499369010755
"4_T01 vs DMSO","PRKCQ",0.0497271127633888,0.962352470987139
"4_T01 vs DMSO","PRKCZ",0.153460101333061,1.74511718794139
"4_T01 vs DMSO","PRKD1",0.119580603069144,0.791075731469056
"4_T01 vs DMSO","PRKDC",0.103522464774725,0.361414751935632
"4_T01 vs DMSO","PRKG1",0.0377489961018937,2.62165754663094
"4_T01 vs DMSO","PRKG2",0.072950449216002,0.781546499114979
"4_T01 vs DMSO","PRKX",0.0286042588291311,0.456288923920873
"4_T01 vs DMSO","PRKY",-0.000690794285016224,0.0918544054360692
"4_T01 vs DMSO","PSKH1",0.0347167326291733,-0.16088055977281
"4_T01 vs DMSO","RAF1",0.0192952163796976,-0.0205421871661347
"4_T01 vs DMSO","RIPK2",0.0720483424710883,0.310472613968423
"4_T01 vs DMSO","ROCK1",-0.0256899376164043,-0.038506671318051
"4_T01 vs DMSO","ROCK2",0.0065087407812799,0.0945807244666018
"4_T01 vs DMSO","RPS6KA1",0.0289454004226875,0.834976784145968
"4_T01 vs DMSO","RPS6KA2",0.000222408365210702,0.291523895093849
"4_T01 vs DMSO","RPS6KA3",0.0377478999199225,0.485092928541038
"4_T01 vs DMSO","RPS6KA4",0.10389994286626,0.89926777477666
"4_T01 vs DMSO","RPS6KA5",0.0294878577587863,1.12376568345712
"4_T01 vs DMSO","RPS6KA6",-0.0210877615702345,0.135313176365807
"4_T01 vs DMSO","RPS6KB1",0.0278287658555384,-0.246590193309993
"4_T01 vs DMSO","RPS6KB2",-0.0401437456470308,-0.0275810627664609
"4_T01 vs DMSO","RPS6KC1",-0.0408786523692777,0.099717155218613
"4_T01 vs DMSO","RPS6KL1",-0.0425092057239878,0.0539149740820569
"4_T01 vs DMSO","SGK1",0.0937941445681783,1.27425192790847
"4_T01 vs DMSO","SGK2",0.0576532974879028,0.446138343388681
"4_T01 vs DMSO","SGK3",0.0128432607307164,0.621215242667459
"4_T01 vs DMSO","STK38L",0.0573666690128064,0.258745878002119
"4_T01 vs DMSO","TBK1",-0.0581429509526815,0.176321419967705
"4_T01 vs DMSO","TEX14",-0.0304176747200326,-0.164206475818647
"4_T01 vs DMSO","TNIK",-0.00283725896748703,0.00287488325286531
